languages_game,languages_CN,languages_TC,languages_EN
完成奖励,完成奖励,完成獎勵,Complete Reward
仓库,仓库,倉庫,Inventory
装备,装备,裝備,Equipment
材料,材料,材料,Material
其他,其它,其它,Other
排序方式：最近,排序方式：最近,排序方式：最近,Sort by: Most Recent
创建列表,创建列表,創建列表,Create List
创建报价,创建报价,創建報價,Create Offer
在市场上列出物品，供其他玩家购买。,在市场上列出物品，供其他玩家购买。,在市場上列出物品，供其他玩家購買。,List items on the market for other players to purchase
创建请求,创建请求,創建請求,Create Request
在市场上请求物品，供任意玩家满足。,在市场上请求物品，供任意玩家满足。,在市場上請求物品，供任意玩家滿足。,Request items on the market to be fulfilled by anyone
创建公会请求,创建联盟请求,創建聯盟請求,Create Guild Request
从您的公会请求物品。（最多一个列表）,从您的联盟请求物品。（最多一个列表）,從您的聯盟請求物品。（最多一個列表）,Request items from your guild. (up to one list)
数量：,数量：,數量：,Quantity: 
价格（单价）：,价格（单价）：,價格（單價）：,Price (Each):
交易最低价值：,交易最低价值：,交易最低價值：,Trade Min. Value:
持续时间：,持续时间：,持續時間：,Duration
12小时,12小时,12小時,12 Hours
取消,取消,取消,Cancel
距离到期还有,距离到期还有,距離到期還有,Expiring In
将物品重新上架,将物品重新上架,將物品重新上架,Relist the Item
解锁冒险栏位吗？,解锁冒险栏位吗？,解鎖冒險欄位嗎？,Unlock Quest Slot?
派出更多小队参加冒险！,派出更多小队参加冒险！,派出更多小隊參加冒險！,Send more parties on quests!
可用冒险栏位,可用冒险栏位,可用冒險欄位,Quests slots available
或,或,或,or
可用等级：,可用等级：,可用等級：,Available at:
金条解锁,金条解锁,金條解鎖,Unlock with gold bars
确认解锁,确认解锁,確認解鎖,Confirm
解锁制作栏位吗？,解锁制作栏位吗？,解鎖製作欄位嗎？,Unlock Crafting Slot?
同时制作更多物品！,同时制作更多物品！,同時製作更多物品！,Craft more items at the same time!
可用制作栏,可用制作栏,可用製作欄,Craft slot available
更改名称,更改名称,更改名稱,Change name
输入新名称,输入新名称,輸入新名稱,Enter New Name
改名,改名,改名,Rename
聊天,聊天,聊天,Chat
世界,世界,世界,World
公会,联盟,聯盟,Guild
系统,系统,系統,System
输入文本,输入文本,輸入文本,Enter Text
无新通知,无新通知,無新通知,No New Notification
科学院,科学院,科學院,Hero Home
研究各项工艺，提升你的实力,研究各项工艺，提升你的实力,研究各項工藝，提升你的實力,Research crafts to enhance your strength
铁矿厂,铁矿厂,鐵礦廠,Iron Mine
投资此行业将加速资源生产。,投资此行业将加速资源生产。,投資此行業將加速資源生產。,Industry investment will accelerate resource production.
<size=30>联盟技术</size>,<size=30>联盟技术</size>,<size=30>聯盟技術</size>,<size=30>Tech</size>
当前产量,当前产量,當前產量,Current Production
改造后,改造后,改造後,After Development
改造所需次数,改造所需次数,改造所需次數,Required develop times.
统计上回联盟内所有成员的铁矿厂改造次数，改造次数越多，共享奖励加成越多,统计上回联盟内所有成员的铁矿厂改造次数，改造次数越多，共享奖励加成越多,統計上回聯盟內所有成員的鐵礦廠改造次數，改造次數越多，共享獎勵加成越多,According to the iron mine development times of all guild members last time，the more times，the more sharing bonus
联盟成员,联盟成员,聯盟成員,Guild Members
改造花费,改造花费,改造花費,Development Cost
联盟技术共享,联盟技术共享,聯盟技術共享,Guild Tech Sharing
正在修复中,正在修复中,正在修復中,Under repair
化学制剂厂,化学制剂厂,化學製劑廠,Laboratory
解锁要求,解锁要求,解鎖要求,Unlock requirement
升级完成！,升级完成！,升級完成！,Upgrade Complete!
最高工人等级,最高工人等级,最高工人等級,Max Worker Level.
继续,继续,繼續,Continue
店铺,店铺,店鋪,Shop
市场,市场,市場,Market
联盟,联盟,聯盟,Guild
宝箱,宝箱,寶箱,Chest
跳过,跳过,跳過,Skip
获得道具,获得道具,獲得道具,Get item
轻型砍刀,轻型砍刀,輕型砍刀,Light machete
1秒,1秒,1秒,1s
收集!,收集!,收集!,Collect!
背心,背心,背心,Vest
家具名称,家具名称,家具名稱,Furniture
资源,资源,資源,Resource
已售空,已售空,已售空,Sold Out
已拥有,已拥有,已擁有,Owned
新家具可用,新家具可用,新家具可用,New furniture available
新家具现已开放购买!,新家具现已开放购买!,新家具現已開放購買!,New furniture is now available for purchase!
新币,新币,新幣,New Dollar
来解锁！,来解锁！,來解鎖！,To Unlock!
地板解锁,地板解锁,地板解鎖,Floor unlock
墙纸解锁,墙纸解锁,墻紙解鎖,Wallpaper Unlock
内容种类,内容种类,內容種類,Type
选择形象,选择形象,選擇形象,Customize
开始游戏,开始游戏,開始遊戲,Start
外观,外观,外觀,Appearance
选择一个名称,选择一个名称,選擇一個名稱,Choose a name
装修,装修,裝修,Decorate
墙纸,墙纸,墻紙,Wallpaper
系统邮件,系统邮件,系統郵件,System Mail
附件：,附件：,附件：,Attachment:
删除,删除,刪除,Delete
邮件,邮件,郵件,Mail
无邮件,无邮件,無郵件,No mail
问题反馈,问题反馈,問題反饋,Feedback
一键领取,一键领取,一鍵領取,Collect All
图纸,图纸,圖紙,Blueprint
里程碑,熟练度,熟練度,Milestone
升 星,升 星,升 星,Ascension
工匠,工匠,工匠,Worker
不管它来自什么地方，都注定能拯救世界。,不管它来自什么地方，都注定能拯救世界。,不管它來自什麽地方，都註定能拯救世界。,No matter where it comes from，it's destined to save the world
信息,信息,信息,Info
里程碑升级,熟练度升级,熟練度升級,Milestone Upgrades
到达制作里程碑来解锁此图纸的升级。,到达制作熟练度来解锁此图纸的升级。,到達製作熟練度來解鎖此圖紙的升級。,Reach milestone achievements to get upgrade rewards
每次升级都可以获得更多的研究卷轴！,每次升级都可以获得更多的图纸碎片！,每次升級都可以獲得更多的圖紙碎片！,Receive additional Mystic Shards with every upgrade!
价格提升,价格提升,價格提升,Value Increase
布甲,布甲,布甲,Leather Armor
普通品质,普通品质,普通品質,Normal
生命,生命,生命,HP
攻击,攻击,攻擊,ATK
防御,防御,防禦,DEF
速度,速度,速度,SPD
命中,命中,命中,HIT
闪避,闪避,閃避,EVA
暴击,暴击,暴擊,CRIT
韧性,韧性,韌性,Tough
穿刺伤害,穿刺伤害,穿刺傷害,Pierce Damage
穿刺抗性,穿刺抗性,穿刺抗性,Pierce Resistance
燃烧伤害,燃烧伤害,燃燒傷害,Burning Damage
燃烧抗性,燃烧抗性,燃燒抗性,Burning Resistance
精神伤害,精神伤害,精神傷害,Spiritual Damage
精神抗性,精神抗性,精神抗性,Spiritual Resistance
电击伤害,电击伤害,電擊傷害,Electric Damage
电击抗性,电击抗性,電擊抗性,Electric Resistance
辐射伤害,辐射伤害,輻射傷害,Radiating Damage
辐射抗性,辐射抗性,輻射抗性,Radiating Resistance
制造,制造,製造,Craft
总览,总览,總覽,Overview
武器,武器,武器,Weapon
防具,防具,防具,Armor
收藏,收藏,收藏,Collect
精通,精通,精通,Master
宝箱获得,宝箱获得,寶箱獲得,Available from chest
全新!,全新!,全新!,New!
上限,上限,上限,Limit
奖励,奖励,獎勵,Rewards
加油站,加油站,加油站,Gas station
收集,收集,收集,Collect
收集全部,收集全部,收集全部,Collect All
如果冒险太困难，试试用更强的装备武装您的英雄。,如果冒险太困难，试试用更强的装备武装您的英雄。,如果冒險太困難，試試用更強的裝備武裝您的英雄。,If the quest is too difficult，try to arm your hero with stronger equipment.
区域已解锁,区域已解锁,區域已解鎖,Area Unlocked
解锁于,解锁于,解鎖於,Unlock at
提高你的冒险等级来解锁升级项！,提高你的冒险等级来解锁升级项！,提高你的冒險等級來解鎖升級項！,Raise your Quest Level to unlock upgrades!
探险,探险,探險,Quest
探索时间：,探索时间：,探索時間：,Quest time:
探险战利品,探险战利品,探險戰利品,Quest loot
简单难度,简单难度,簡單難度,Easy
强化,强化,強化,Booster
队伍战力：,队伍战力：,隊伍戰力：,Team Power:
推荐战力：,推荐战力：,推薦戰力：,Advised Power:
看来这次任务非常简单,看来这次任务非常简单,看來這次任務非常簡單,It seems that this quest is very simple
实力相差悬殊，看样子这次回不来了~,实力相差悬殊，看样子这次回不来了~,實力相差懸殊，看樣子這次回不來了~,They are too strong， we might not come back
选择小队,选择小队,選擇小隊,Select Party
推荐战力,推荐战力,推薦戰力,Advised Power
恢复所有英雄,恢复所有英雄,恢復所有英雄,Heal All Heroes
点击恢复,点击恢复,點擊恢復,Tap to Heal
休息中,休息中,休息中,Resting
解锁冒险,解锁冒险,解鎖冒險,Unlock Quest
解锁加油站冒险吗？,解锁加油站冒险吗？,解鎖加油站冒險嗎？,Unlock the gas station request?
灰岩钥匙,灰岩IC卡,灰巖IC卡,Limestone key
立即打开,立即打开,立即打開,Open now
正在扩建,正在扩建,正在擴建,Expanding
立即完成,立即完成,立即完成,Finish Now
立即完成？,立即完成？,立即完成？,Finish Now?
店铺扩建已解锁！,店铺扩建已解锁！,店鋪擴建已解鎖！,New Expansion Unlock!
扩建店铺,扩建店铺,擴建店鋪,Expand Shop
店铺空间,店铺空间,店鋪空間,Shop Space
家具空间,家具空间,家具空間,Furniture Space
升级所需时间,升级所需时间,升級所需時間,Time required to upgrade
扩建,扩建,擴建,Expand
立即扩建,立即扩建,立即擴建,Expand Instantly
确定扩建？,确定扩建？,確定擴建？,To expand?
反馈问题,反馈问题,反饋問題,Feedback
点击输入内容,点击输入内容,點擊輸入內容,Tap to input
5-200字,5-200字,5-200字,10-400 characters
发送,发送,發送,Send
通知内容,通知内容,通知內容,Notification
家具,家具,家具,Furniture
货架,货架,貨架,Shelves
资源篮,资源篮,資源籃,Resource Bin
店内装饰,店内装饰,店內裝飾,Inside Decoration
店外装饰,店外装饰,店外裝飾,Outside Decoration
地毯,地毯,地毯,Carpet
用,用,用,Use
具体的货架名,具体的货架名,具體的貨架名,Specific shelf name
大家存放钢材的地方,大家存放钢材的地方,大家存放鋼材的地方,Where we store steel
内容,内容,內容,Content
立即升级,立即升级,立即升級,Instant Upgrade
确定升级？,确定升级？,確定升級？,To upgrade?
赶工,催促,催促,Rush
确定赶工？,确定催促？,確定催促？,Confirm Rush?
完成升级,完成升级,完成升級,Finish Upgrade
家具升级,家具升级,家具升級,Furniture Upgrade
转到,转到,轉到,Turn to
通知,通知,通知,Notification
提示,提示,提示,Tips
获得新英雄,获得新英雄,獲得新英雄,Recruit a new hero
武士,武士,武士,Warrior
资质：,资质：,資質：,Quality:
速度：,速度：,速度：,SPD:
天赋,天赋,天賦,Talent
职业技能,职业技能,職業技能,Class Skill
可穿戴装备,可穿戴装备,可穿戴裝備,Wearable equipment
10月23日 救赎日38年,10月23日 救赎日38年,10月23日 救贖日38年,October 23 Redemption Day 38 Years
02号壁垒日报,02号壁垒日报,02號壁壘日報,Shelter 02 Daily
xxx价格上涨,xxx价格上涨,xxx價格上漲,xxx value increase
售价提升,售价提升,售價提升,Value Increase
出售装备价格 <size=48><color=#2f9400>+50%</color></size>,出售装备价格 <size=48><color=#2f9400>+50%</color></size>,出售裝備價格 <size=48><color=#2f9400>+50%</color></size>,Selling price <size=48><color=#2f9400>+50%</color></size>
　　没有优秀的英雄怎么能探索这广阔的世界？现在他们来了。没有优秀的英雄怎么能探索这广阔的世界没有优秀的英雄怎么能探索这广阔的世界,　　没有优秀的英雄怎么能探索这广阔的世界？现在他们来了。没有优秀的英雄怎么能探索这广阔的世界没有优秀的英雄怎么能探索这广阔的世界,　　沒有優秀的英雄怎麽能探索這廣闊的世界？現在他們來了。沒有優秀的英雄怎麽能探索這廣闊的世界沒有優秀的英雄怎麽能探索這廣闊的世界,How can you explore this vast world without good heroes? Now they are here. 
　　没有优秀的英雄怎么能探索这广阔的世界？现在他们来了。没有优秀的英雄怎么能探索这广阔的世界,　　没有优秀的英雄怎么能探索这广阔的世界？现在他们来了。没有优秀的英雄怎么能探索这广阔的世界,　　沒有優秀的英雄怎麽能探索這廣闊的世界？現在他們來了。沒有優秀的英雄怎麽能探索這廣闊的世界,How can you explore this vast world without good heroes? Now they are here. 
